Language	FileName	ModelName	Counter	Model	Temperature	OriginalCounter	AverageLengthPerWord	AverageLengthPerSentence	OriginalLoss	Type
Basque	7429665	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	5390	9061529	Infinity	201790	2.15216525454	22.0551020408	NA	manual_output_funchead_two_coarse_parser_final
Dutch	8604323	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	18310	4712524	Infinity	251510	2.77684023947	32.855434189	NA	manual_output_funchead_two_coarse_parser_final
Galician	3215603	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	2470	1381422	Infinity	51260	3.06467627856	91.2206477733	NA	manual_output_funchead_two_coarse_parser_final
Norwegian	3243306	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	29870	6426138	Infinity	254630	2.16818038528	29.2432875795	NA	manual_output_funchead_two_coarse_parser_final
Tamil	5855487	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	400	486170	Infinity	50080	3.05984042553	40.2675	NA	manual_output_funchead_two_coarse_parser_final
Serbian	8348149	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	2930	6958087	Infinity	100460	2.36586661781	44.071331058	NA	manual_output_funchead_two_coarse_parser_final
Spanish	7564871	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	28490	4414048	Infinity	103050	2.557543935	63.1208845209	NA	manual_output_funchead_two_coarse_parser_final
Portuguese	235489	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	17990	6866443	Infinity	51770	2.64586360447	56.3795441912	NA	manual_output_funchead_two_coarse_parser_final
Ancient_Greek	5210029	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	26320	5822512	Infinity	252150	2.36175095851	26.7040273556	NA	manual_output_funchead_two_coarse_parser_final
Afrikaans	3737641	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	1310	747687	Infinity	150190	3.17074999148	71.0320610687	NA	manual_output_funchead_two_coarse_parser_final
Latin	1727732	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	30590	8722438	Infinity	252560	2.206580055	25.7071265119	NA	manual_output_funchead_two_coarse_parser_final
Tamil	3592070	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	400	7501171	Infinity	50080	2.82256838906	37.145	NA	manual_output_funchead_two_coarse_parser_final
Basque	1739915	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	5390	9617569	Infinity	51790	2.44794364259	25.0784786642	NA	manual_output_funchead_two_coarse_parser_final
Slovenian	8750245	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	7530	2142696	Infinity	251810	2.74201201353	36.0703851262	NA	manual_output_funchead_two_coarse_parser_final
Hindi	2922134	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	13300	4744734	Infinity	201650	2.55185078033	47.749924812	NA	manual_output_funchead_two_coarse_parser_final
Afrikaans	8736858	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	1310	4820510	Infinity	50190	2.86214546572	64.013740458	NA	manual_output_funchead_two_coarse_parser_final
Turkish	5213208	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	3680	3846463	Infinity	150970	2.35124718202	17.5717391304	NA	manual_output_funchead_two_coarse_parser_final
Czech	8658616	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	102990	5610638	Infinity	61310	3.50196566627	49.1102825517	NA	manual_output_funchead_two_coarse_parser_final
Afrikaans	3859059	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	1310	478110	Infinity	50190	2.90556842966	65.0847328244	NA	manual_output_funchead_two_coarse_parser_final
Turkish	9708510	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	3680	3202409	Infinity	200970	2.33398792639	17.4402173913	NA	manual_output_funchead_two_coarse_parser_final
Ancient_Greek	1118235	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	26320	3942425	Infinity	252150	2.6686479603	30.1761018237	NA	manual_output_funchead_two_coarse_parser_final
Bulgarian	114567	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	8900	3521179	Infinity	251110	2.06137906395	22.6902247191	NA	manual_output_funchead_two_coarse_parser_final
Danish	4555255	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	4380	9334592	Infinity	250560	2.29568167798	33.9844748858	NA	manual_output_funchead_two_coarse_parser_final
Catalan	1270245	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	13120	7584287	Infinity	251700	3.11377063663	85.9657012195	NA	manual_output_funchead_two_coarse_parser_final
Japanese	1606868	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	7160	4762145	Infinity	200510	3.2379012972	62.4019553073	NA	manual_output_funchead_two_coarse_parser_final
Coptic	2138762	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	360	8203434	Infinity	50040	3.21191417955	74.4361111111	NA	manual_output_funchead_two_coarse_parser_final
Marathi	9451844	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	370	5204941	Infinity	50040	1.8446932814	10.2405405405	NA	manual_output_funchead_two_coarse_parser_final
Estonian	6048386	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	6950	7680081	Infinity	50850	2.75752353598	24.865323741	NA	manual_output_funchead_two_coarse_parser_final
Croatian	7890893	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	7680	5235260	Infinity	200600	2.35842709415	43.1782552083	NA	manual_output_funchead_two_coarse_parser_final
Telugu	5130641	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	1050	4415618	Infinity	50130	1.54292665971	4.22761904762	NA	manual_output_funchead_two_coarse_parser_final
Galician	8009913	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	2470	1863485	Infinity	101260	2.48540612589	73.9825910931	NA	manual_output_funchead_two_coarse_parser_final
Spanish	898928	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	28490	788766	Infinity	253050	3.25043590801	80.2203931204	NA	manual_output_funchead_two_coarse_parser_final
Hungarian	8577867	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	910	3338881	Infinity	50440	3.45679389313	62.2032967033	NA	manual_output_funchead_two_coarse_parser_final
Arabic	5015878	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	21860	5433260	Infinity	52890	3.34502254981	109.015141812	NA	manual_output_funchead_two_coarse_parser_final
Estonian	2210496	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	6950	3127306	Infinity	250850	2.53792432674	22.9023021583	NA	manual_output_funchead_two_coarse_parser_final
Galician	970057	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	2470	4126194	Infinity	51260	2.80428425706	83.475708502	NA	manual_output_funchead_two_coarse_parser_final
Spanish	2499254	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	28490	8741658	Infinity	53050	3.12215123622	77.0523692524	NA	manual_output_funchead_two_coarse_parser_final
Marathi	4960580	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	370	4778792	Infinity	50040	2.19659367397	12.2	NA	manual_output_funchead_two_coarse_parser_final
Portuguese	9470452	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	17990	9126951	Infinity	251770	3.10760238189	66.2275152863	NA	manual_output_funchead_two_coarse_parser_final
Korean	9145297	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	27410	7035978	Infinity	253010	2.15932094093	22.47836556	NA	manual_output_funchead_two_coarse_parser_final
Russian	6793802	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	52660	8262585	Infinity	57160	3.03349970485	41.572540828	NA	manual_output_funchead_two_coarse_parser_final
Italian	9706664	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	17420	2636489	Infinity	251070	2.50833881131	44.9045924225	NA	manual_output_funchead_two_coarse_parser_final
Latvian	513098	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	4120	5352253	Infinity	50980	2.89759467543	33.3912621359	NA	manual_output_funchead_two_coarse_parser_final
Ancient_Greek	2689666	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	26320	8301353	Infinity	252150	3.0843046796	34.875493921	NA	manual_output_funchead_two_coarse_parser_final
Japanese	5248477	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	7160	3325738	Infinity	250510	2.42616036813	46.7594972067	NA	manual_output_funchead_two_coarse_parser_final
Hebrew	5685854	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	5240	9704496	Infinity	50480	4.04863578411	90.9011450382	NA	manual_output_funchead_two_coarse_parser_final
Japanese	3385584	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	7160	3640064	Infinity	200510	3.20852633944	61.8174581006	NA	manual_output_funchead_two_coarse_parser_final
Arabic	3053720	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	21860	8255741	Infinity	252890	3.32090202767	108.224794145	NA	manual_output_funchead_two_coarse_parser_final
Urdu	5003401	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	4040	6431854	Infinity	50550	3.67168266801	89.928960396	NA	manual_output_funchead_two_coarse_parser_final
Slovenian	2836499	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	7530	2711337	Infinity	201810	2.5123862615	33.0383798141	NA	manual_output_funchead_two_coarse_parser_final
Danish	3718913	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	4380	2504087	Infinity	50560	3.59542809514	53.1819634703	NA	manual_output_funchead_two_coarse_parser_final
Telugu	2550813	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	1050	9799060	Infinity	50130	1.49791666667	4.10857142857	NA	manual_output_funchead_two_coarse_parser_final
Latin	7290255	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	30590	2390971	Infinity	52560	3.2062083635	37.3507028441	NA	manual_output_funchead_two_coarse_parser_final
English	68552	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	17060	6313610	Infinity	253070	2.33255610846	33.6586752638	NA	manual_output_funchead_two_coarse_parser_final
Old_Church_Slavonic	3229563	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	4120	9925378	Infinity	251070	2.58384682437	20.8645631068	NA	manual_output_funchead_two_coarse_parser_final
Catalan	2115600	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	13120	1187075	Infinity	251700	2.90772645948	80.2692073171	NA	manual_output_funchead_two_coarse_parser_final
Telugu	8908009	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	1050	8616242	Infinity	50130	1.47013888889	4.03238095238	NA	manual_output_funchead_two_coarse_parser_final
Romanian	6417752	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	8660	3218339	Infinity	250750	2.3494727195	43.8122401848	NA	manual_output_funchead_two_coarse_parser_final
Persian	7847936	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	4790	4936520	Infinity	150590	2.45257642916	53.9459290188	NA	manual_output_funchead_two_coarse_parser_final
Russian	8791246	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	52660	548240	Infinity	57160	2.78727372752	38.1961830611	NA	manual_output_funchead_two_coarse_parser_final
Ukrainian	1999427	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	4500	2165235	Infinity	50570	3.25796217854	40.8497777778	NA	manual_output_funchead_two_coarse_parser_final
Persian	6382881	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	4790	8568188	Infinity	50590	2.54623085984	55.9617954071	NA	manual_output_funchead_two_coarse_parser_final
Hindi	1347291	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	13300	5296177	Infinity	251650	2.65965473326	49.7753383459	NA	manual_output_funchead_two_coarse_parser_final
Belarusian	8516921	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	260	971651	Infinity	50060	3.01204819277	47.1153846154	NA	manual_output_funchead_two_coarse_parser_final
Gothic	2660552	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	3380	3975843	Infinity	50980	2.80626483151	26.2402366864	NA	manual_output_funchead_two_coarse_parser_final
Afrikaans	6636624	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	1310	1664747	Infinity	100190	3.00343759573	67.3618320611	NA	manual_output_funchead_two_coarse_parser_final
Portuguese	626366	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	17990	3539690	Infinity	51770	2.67081630044	56.9091717621	NA	manual_output_funchead_two_coarse_parser_final
Hindi	5306958	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	13300	219496	Infinity	251650	3.21494880354	60.1758646617	NA	manual_output_funchead_two_coarse_parser_final
Italian	8648499	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	17420	7833949	Infinity	251070	2.56236969561	45.8593570608	NA	manual_output_funchead_two_coarse_parser_final
Chinese	1322207	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	3990	7666171	Infinity	200500	2.72791515062	55.243358396	NA	manual_output_funchead_two_coarse_parser_final
Urdu	1693714	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	4040	2541705	Infinity	100550	3.35249131173	82.1393564356	NA	manual_output_funchead_two_coarse_parser_final
Lithuanian	115125	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	150	9528011	Infinity	50050	3.07328707719	47.2466666667	NA	manual_output_funchead_two_coarse_parser_final
Russian	6522457	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	52660	5112787	Infinity	257160	2.81976633015	38.6447208507	NA	manual_output_funchead_two_coarse_parser_final
Dutch	4763516	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	18310	8644204	Infinity	251510	2.42980387088	28.7493173129	NA	manual_output_funchead_two_coarse_parser_final
Bulgarian	8885879	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	8900	7041520	Infinity	51110	2.39915503306	26.415505618	NA	manual_output_funchead_two_coarse_parser_final
Polish	5616981	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	6100	7396124	Infinity	51020	1.94088669951	14.726557377	NA	manual_output_funchead_two_coarse_parser_final
Korean	5906518	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	27410	3557152	Infinity	53010	2.24397201895	23.3595767968	NA	manual_output_funchead_two_coarse_parser_final
Croatian	218601	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	7680	4109875	Infinity	250600	2.38799499673	43.7513020833	NA	manual_output_funchead_two_coarse_parser_final
Danish	8257732	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	4380	4300435	Infinity	50560	3.00914460191	44.5511415525	NA	manual_output_funchead_two_coarse_parser_final
English	7807925	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	17060	1130391	Infinity	203070	2.88038952017	41.5594958968	NA	manual_output_funchead_two_coarse_parser_final
Tamil	6352339	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	400	6186907	Infinity	50080	2.63088905775	34.6225	NA	manual_output_funchead_two_coarse_parser_final
Vietnamese	8318862	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	1400	8601268	Infinity	100800	2.08714240805	23.7114285714	NA	manual_output_funchead_two_coarse_parser_final
Gothic	3151629	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	3380	4701782	Infinity	200980	2.66353246589	24.8914201183	NA	manual_output_funchead_two_coarse_parser_final
Telugu	1314130	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	1050	671119	Infinity	50130	1.53004515457	4.19523809524	NA	manual_output_funchead_two_coarse_parser_final
Urdu	1604914	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	4040	68269	Infinity	50550	3.30744140487	81.0707920792	NA	manual_output_funchead_two_coarse_parser_final
Tamil	2866017	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	400	8623557	Infinity	50080	3.11417173252	40.9825	NA	manual_output_funchead_two_coarse_parser_final
Indonesian	8824989	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	4470	5430166	Infinity	50550	2.4313268741	42.4970917226	NA	manual_output_funchead_two_coarse_parser_final
Belarusian	8626980	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	260	1416424	Infinity	50060	2.96803540693	46.4269230769	NA	manual_output_funchead_two_coarse_parser_final
Japanese	1406667	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	7160	5674529	Infinity	200510	2.39023701009	46.0724860335	NA	manual_output_funchead_two_coarse_parser_final
Latin	7090659	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	30590	5301832	Infinity	52560	2.9004459362	33.7859758091	NA	manual_output_funchead_two_coarse_parser_final
Romanian	6598761	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	8660	3353720	Infinity	50750	3.47575436706	64.8163972286	NA	manual_output_funchead_two_coarse_parser_final
Czech	2006428	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	102990	7762827	Infinity	61310	3.39857079356	47.6604427614	NA	manual_output_funchead_two_coarse_parser_final
Estonian	5213672	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	6950	9526881	Infinity	50850	2.67210370229	24.1135251799	NA	manual_output_funchead_two_coarse_parser_final
Urdu	7436756	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	4040	4228500	Infinity	200550	2.96392153692	72.5948019802	NA	manual_output_funchead_two_coarse_parser_final
