Language	FileName	ModelName	Counter	Model	Temperature	OriginalCounter	AverageLengthPerWord	AverageLengthPerSentence	OriginalLoss	Type
Turkish	9176293	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	3680	4881742	Infinity	200000	2.65606253408	19.8519021739	NA	manual_output_funchead_RANDOM
Belarusian	1850075	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	260	8302616	Infinity	200000	3.19203343988	49.9307692308	NA	manual_output_funchead_RANDOM
Galician	4145214	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	2470	2679141	Infinity	200000	5.53415625552	164.812550607	NA	manual_output_funchead_RANDOM
Polish	4102934	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	6100	3230670	Infinity	200000	2.25866390113	17.137704918	NA	manual_output_funchead_RANDOM
Afrikaans	8154839	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	1310	4329895	Infinity	200000	4.39454508308	98.5183206107	NA	manual_output_funchead_RANDOM
Coptic	6001990	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	360	3441948	Infinity	200000	4.80888146114	111.9	NA	manual_output_funchead_RANDOM
Belarusian	5602857	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	260	4519708	Infinity	200000	3.78559134497	59.2153846154	NA	manual_output_funchead_RANDOM
Turkish	1677540	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	3680	7326405	Infinity	200000	2.73741858011	20.4421195652	NA	manual_output_funchead_RANDOM
Hindi	9525773	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	13300	9548173	Infinity	200000	4.26927851452	79.9019548872	NA	manual_output_funchead_RANDOM
Hebrew	7730269	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	5240	4095911	Infinity	200000	4.00966261579	90.0414122137	NA	manual_output_funchead_RANDOM
Irish	1445348	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	120	1990197	Infinity	200000	4.99336527829	112.891666667	NA	manual_output_funchead_RANDOM
Russian	164712	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	52660	4984733	Infinity	200000	3.6413610389	49.9033801747	NA	manual_output_funchead_RANDOM
French	400499	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	32340	2095779	Infinity	200000	4.54408045053	105.714223871	NA	manual_output_funchead_RANDOM
Gothic	3920482	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	3380	5322140	Infinity	200000	3.63324672032	33.9224852071	NA	manual_output_funchead_RANDOM
Lithuanian	148252	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	150	2116044	Infinity	200000	3.34553191489	52.4133333333	NA	manual_output_funchead_RANDOM
Urdu	6135311	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	4040	4489329	Infinity	200000	4.08634379925	100.123514851	NA	manual_output_funchead_RANDOM
Tamil	1946822	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	400	5292550	Infinity	200000	3.09213525836	40.6925	NA	manual_output_funchead_RANDOM
Lithuanian	4272396	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	150	8111856	Infinity	200000	3.66338751069	57.1	NA	manual_output_funchead_RANDOM
Estonian	5997614	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	6950	4965187	Infinity	200000	2.86866851551	25.8972661871	NA	manual_output_funchead_RANDOM
Coptic	5812228	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	360	8992524	Infinity	200000	4.98006208214	115.869444444	NA	manual_output_funchead_RANDOM
English	38414	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	17060	5674604	Infinity	200000	4.08416028596	58.9366354045	NA	manual_output_funchead_RANDOM
Chinese	9957664	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	3990	1408654	Infinity	200000	3.57125185552	72.3558897243	NA	manual_output_funchead_RANDOM
Russian	2615304	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	52660	9864600	Infinity	200000	2.84555918751	38.9970755792	NA	manual_output_funchead_RANDOM
Slovak	5456880	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	8480	8032370	Infinity	200000	3.22522283531	21.5055424528	NA	manual_output_funchead_RANDOM
Spanish	7688565	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	28490	4326519	Infinity	200000	4.41938323736	109.068796069	NA	manual_output_funchead_RANDOM
Urdu	8883740	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	4040	3579893	Infinity	200000	4.34963184421	106.595049505	NA	manual_output_funchead_RANDOM
Slovenian	5113841	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	7530	5788559	Infinity	200000	3.7148194523	48.8560424967	NA	manual_output_funchead_RANDOM
Estonian	9522891	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	6950	324417	Infinity	200000	3.30665093362	29.8374100719	NA	manual_output_funchead_RANDOM
Slovenian	4229323	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	7530	4596982	Infinity	200000	3.32662190135	43.7519256308	NA	manual_output_funchead_RANDOM
Spanish	6417765	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	28490	3021568	Infinity	200000	4.16451816602	102.779255879	NA	manual_output_funchead_RANDOM
Latvian	3257430	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	4120	8746308	Infinity	200000	2.95046628634	34.0184466019	NA	manual_output_funchead_RANDOM
Urdu	7614864	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	4040	3970895	Infinity	200000	4.6787752093	114.677475248	NA	manual_output_funchead_RANDOM
Afrikaans	1536265	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	1310	1120050	Infinity	200000	4.74394522601	106.311450382	NA	manual_output_funchead_RANDOM
Slovenian	6616435	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	7530	5939582	Infinity	200000	4.48150429076	58.9499335989	NA	manual_output_funchead_RANDOM
Belarusian	3018210	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	260	4696596	Infinity	200000	3.81608064913	59.6923076923	NA	manual_output_funchead_RANDOM
Romanian	5771806	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	8660	4588041	Infinity	200000	3.15716532703	58.8727482679	NA	manual_output_funchead_RANDOM
Dutch	9303391	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	18310	1560148	Infinity	200000	3.04219383963	35.9950846532	NA	manual_output_funchead_RANDOM
Indonesian	9167773	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	4470	2007155	Infinity	200000	3.78258086814	66.1071588367	NA	manual_output_funchead_RANDOM
Italian	4184081	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	17420	569499	Infinity	200000	4.36004207043	78.0547646383	NA	manual_output_funchead_RANDOM
Afrikaans	5137295	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	1310	8017977	Infinity	200000	4.23387784333	94.7709923664	NA	manual_output_funchead_RANDOM
Vietnamese	4610511	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	1400	9350967	Infinity	200000	2.59654196793	29.4985714286	NA	manual_output_funchead_RANDOM
Lithuanian	154734	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	150	8050552	Infinity	200000	3.41133844842	53.3533333333	NA	manual_output_funchead_RANDOM
Basque	2466502	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	5390	2335118	Infinity	200000	2.82694953298	28.9743970315	NA	manual_output_funchead_RANDOM
Dutch	4180445	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	18310	6090641	Infinity	200000	4.05922646935	48.0285636264	NA	manual_output_funchead_RANDOM
Czech	9576078	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	102990	8808258	Infinity	200000	3.58978243395	50.3418972716	NA	manual_output_funchead_RANDOM
Coptic	1739015	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	360	3767943	Infinity	200000	4.99236185702	116.197222222	NA	manual_output_funchead_RANDOM
Greek	6964106	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	1660	5612061	Infinity	200000	4.06475610091	89.2018072289	NA	manual_output_funchead_RANDOM
Bulgarian	4731431	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	8900	9822592	Infinity	200000	3.40310235738	37.4685393258	NA	manual_output_funchead_RANDOM
Polish	3360730	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	6100	2666927	Infinity	200000	2.26994209662	17.2232786885	NA	manual_output_funchead_RANDOM
Hindi	8200132	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	13300	914237	Infinity	200000	3.92531365373	73.4656390977	NA	manual_output_funchead_RANDOM
Russian	2909312	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	52660	1241688	Infinity	200000	3.73309277151	51.1576908469	NA	manual_output_funchead_RANDOM
Slovenian	1212952	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	7530	7035781	Infinity	200000	4.38689226296	57.7088977424	NA	manual_output_funchead_RANDOM
Serbian	8202334	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	2930	972079	Infinity	200000	3.56399875428	66.3986348123	NA	manual_output_funchead_RANDOM
Greek	5832806	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	1660	8446570	Infinity	200000	4.27285718212	93.6656626506	NA	manual_output_funchead_RANDOM
French	3620048	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	32340	2904085	Infinity	200000	4.37095048544	101.692176871	NA	manual_output_funchead_RANDOM
Telugu	8199122	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	1050	7403142	Infinity	200000	1.74973931178	4.79428571429	NA	manual_output_funchead_RANDOM
Hebrew	8132880	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	5240	3400921	Infinity	200000	2.35047674083	52.784351145	NA	manual_output_funchead_coarse_depl
Slovenian	8646604	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	7530	9215013	Infinity	200000	2.08014739286	27.3637450199	NA	manual_output_funchead_coarse_depl
Korean	9111631	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	27410	5564821	Infinity	200000	2.11169989066	21.9826340752	NA	manual_output_funchead_coarse_depl
Telugu	9603518	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	1050	7760878	Infinity	200000	1.32070882557	3.62	NA	manual_output_funchead_coarse_depl
Irish	5454090	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	120	3445016	Infinity	200000	2.49138247158	56.6166666667	NA	manual_output_funchead_coarse_depl
Polish	9217832	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	6100	6420331	Infinity	200000	2.03297035693	15.4252459016	NA	manual_output_funchead_coarse_depl
Dutch	9521732	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	18310	3038480	Infinity	500000	2.2228412642	26.3005461496	NA	manual_output_funchead_coarse_depl
Greek	8004691	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	1660	1947735	Infinity	110000	2.50706427807	55.0512048193	NA	manual_output_funchead_coarse_depl
Galician	2473280	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	2470	6855358	Infinity	200000	2.6679988038	79.4631578947	NA	manual_output_funchead_coarse_depl
Telugu	4900049	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	1050	4658219	Infinity	200000	1.35314563782	3.70761904762	NA	manual_output_funchead_coarse_depl
Slovak	2373116	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	8480	7591316	Infinity	200000	1.75277261873	11.685495283	NA	manual_output_funchead_coarse_depl
Basque	8415270	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	5390	8000901	Infinity	250000	2.12079175646	21.7269016698	NA	manual_output_funchead_coarse_depl
Portuguese	7028866	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	17990	3266598	Infinity	210000	2.28594307953	48.7147304058	NA	manual_output_funchead_coarse_depl
Finnish	5721039	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	27190	9165786	Infinity	200000	2.12788893463	17.3000735565	NA	manual_output_funchead_coarse_depl
Russian	6844976	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	52660	7245681	Infinity	120000	2.16885715434	29.7231864793	NA	manual_output_funchead_coarse_depl
Lithuanian	1247809	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	150	1256978	Infinity	200000	2.53882053458	39.8933333333	NA	manual_output_funchead_coarse_depl
Urdu	7914875	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	4040	8432834	Infinity	200000	2.55747358639	62.672029703	NA	manual_output_funchead_coarse_depl
Slovenian	7760766	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	7530	8912383	Infinity	200000	2.15930998981	28.4096945551	NA	manual_output_funchead_coarse_depl
Marathi	5833665	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	370	5682987	Infinity	200000	1.68838113758	9.38648648649	NA	manual_output_funchead_coarse_depl
Romanian	4043387	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	8660	9101642	Infinity	500000	2.21952458224	41.3810623557	NA	manual_output_funchead_coarse_depl
Estonian	8940857	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	6950	3262172	Infinity	40000	2.15374310229	19.4307913669	NA	manual_output_funchead_coarse_depl
Czech	6892542	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	102990	4394510	Infinity	20000	2.83573867743	39.7670841829	NA	manual_output_funchead_coarse_depl
Korean	6984535	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	27410	314498	Infinity	200000	2.0950984103	21.8098139365	NA	manual_output_funchead_coarse_depl
English	1632293	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	17060	5940573	Infinity	200000	2.14879675669	31.0061547479	NA	manual_output_funchead_coarse_depl
Turkish	8087105	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	3680	5952637	Infinity	200000	2.34430048042	17.5032608696	NA	manual_output_funchead_coarse_depl
Telugu	7744168	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	1050	9586736	Infinity	10000	1.54513888889	4.2380952381	NA	manual_output_funchead_coarse_depl
Russian	9563307	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	52660	8850185	Infinity	200000	2.21595092705	30.3694265097	NA	manual_output_funchead_coarse_depl
French	4248184	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	32340	8237174	Infinity	200000	2.42355191213	56.385126778	NA	manual_output_funchead_coarse_depl
Ukrainian	4050288	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	4500	9928759	Infinity	10000	3.56745299752	44.6962222222	NA	manual_output_funchead_coarse_depl
Irish	1005171	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	120	3048172	Infinity	200000	3.10480029315	70.6083333333	NA	manual_output_funchead_coarse_depl
Latvian	3200091	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	4120	8353964	Infinity	190000	2.19399275423	25.282038835	NA	manual_output_funchead_coarse_depl
Korean	6466045	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	27410	2053222	Infinity	200000	2.11659937758	22.0336373586	NA	manual_output_funchead_coarse_depl
Belarusian	2507800	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	260	1399858	Infinity	140000	2.37865748709	37.2076923077	NA	manual_output_funchead_coarse_depl
Arabic	7552459	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	21860	1901460	Infinity	220000	3.92995406064	128.085041171	NA	manual_output_funchead_coarse_depl
Ancient_Greek	2620691	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	26320	5137583	Infinity	200000	2.2162574471	25.059118541	NA	manual_output_funchead_coarse_depl
Ukrainian	5923992	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	4500	8866063	Infinity	210000	2.15801226385	27.0595555556	NA	manual_output_funchead_coarse_depl
Hungarian	7732579	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	910	6596261	Infinity	200000	2.43083969466	43.7417582418	NA	manual_output_funchead_coarse_depl
Vietnamese	3910789	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	1400	514370	Infinity	200000	2.00635020434	22.7935714286	NA	manual_output_funchead_coarse_depl
Danish	9172051	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	4380	4829680	Infinity	200000	2.21733767135	32.8312785388	NA	manual_output_funchead_coarse_depl
Irish	4257423	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	120	3719763	Infinity	200000	2.47948243993	55.8916666667	NA	manual_output_funchead_coarse_depl
Coptic	4296006	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	360	3648114	Infinity	100000	2.71600667939	63.2527777778	NA	manual_output_funchead_coarse_depl
Ancient_Greek	499758	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	26320	9965373	Infinity	200000	2.39202871035	27.0460106383	NA	manual_output_funchead_coarse_depl
Bulgarian	4651622	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	8900	3052631	Infinity	200000	1.92984963404	21.2415730337	NA	manual_output_funchead_coarse_depl
Hungarian	4323389	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	910	3764876	Infinity	160000	2.46540458015	44.3637362637	NA	manual_output_funchead_coarse_depl
Portuguese	728406	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	17990	7449211	Infinity	200000	2.92867147824	62.4122846026	NA	manual_output_funchead_coarse_depl
Finnish	1357938	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	27190	7906066	Infinity	200000	2.02086886499	16.4290915778	NA	manual_output_funchead_coarse_depl
Chinese	3560626	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	3990	627916	Infinity	200000	2.8807983874	58.3834586466	NA	manual_output_funchead_coarse_depl
Urdu	8605143	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	4040	7390648	Infinity	100000	3.14430875832	77.0534653465	NA	manual_output_funchead_coarse_depl
Slovak	8231032	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	8480	9384489	Infinity	60000	1.71094095386	11.4094339623	NA	manual_output_funchead_coarse_depl
Coptic	4487267	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	360	1717618	Infinity	200000	2.1736020031	50.6388888889	NA	manual_output_funchead_coarse_depl
Indonesian	4069717	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	4470	5938589	Infinity	200000	2.27095222253	39.7055928412	NA	manual_output_funchead_coarse_depl
Hindi	4603160	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	13300	4627360	Infinity	20000	2.39942308233	44.905112782	NA	manual_output_funchead_coarse_depl
Serbian	9791959	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	2930	7719961	Infinity	200000	2.52365589427	46.9873720137	NA	manual_output_funchead_coarse_depl
Belarusian	7474776	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	260	244370	Infinity	150000	2.52618637817	39.5153846154	NA	manual_output_funchead_coarse_depl
German	8550383	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	13810	2103598	Infinity	170000	2.33770564902	36.4441708907	NA	manual_output_funchead_coarse_depl
Japanese	5320534	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	7160	4900454	Infinity	200000	2.23385110267	43.0634078212	NA	manual_output_funchead_coarse_depl
Serbian	6899690	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	2930	1969939	Infinity	150000	2.50660583072	46.6870307167	NA	manual_output_funchead_coarse_depl
Spanish	1362988	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	28490	5852804	Infinity	200000	2.56467849199	63.2954369954	NA	manual_output_funchead_coarse_depl
Slovak	9338247	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	8480	1866450	Infinity	30000	1.85063407559	12.3387971698	NA	manual_output_funchead_coarse_depl
Polish	3250105	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	6100	3198760	Infinity	140000	1.74392878749	13.2321311475	NA	manual_output_funchead_coarse_depl
Tamil	4214173	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	400	2466507	Infinity	320000	2.26063829787	29.75	NA	manual_output_funchead_coarse_depl
Galician	4467367	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	2470	836820	Infinity	10000	2.50567679652	74.6072874494	NA	manual_output_funchead_coarse_depl
Danish	6391111	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	4380	5556560	Infinity	200000	2.29246694744	33.9269406393	NA	manual_output_funchead_coarse_depl
Old_Church_Slavonic	1446492	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	4120	5576517	Infinity	20000	2.10767103523	17.0189320388	NA	manual_output_funchead_coarse_depl
Basque	4454566	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	5390	6222458	Infinity	250000	1.98873596523	20.3743970315	NA	manual_output_funchead_coarse_depl
Coptic	3438587	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	360	7525299	Infinity	200000	2.20446940727	51.2416666667	NA	manual_output_funchead_coarse_depl
Latvian	2223601	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	4120	410810	Infinity	200000	2.33913263264	26.9550970874	NA	manual_output_funchead_coarse_depl
Arabic	4678509	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	21860	4013302	Infinity	200000	2.77617555035	90.4747483989	NA	manual_output_funchead_coarse_depl
Slovak	9458695	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	8480	565546	Infinity	360000	1.82459056984	12.1658018868	NA	manual_output_funchead_coarse_depl
Portuguese	1297895	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	17990	2488352	Infinity	120000	2.46081556214	52.4434130072	NA	manual_output_funchead_coarse_depl
Gothic	2224121	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	3380	9203610	Infinity	350000	2.05207344096	19.1789940828	NA	manual_output_funchead_coarse_depl
Dutch	5233059	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	18310	2186692	Infinity	30000	2.28570505394	27.0443473512	NA	manual_output_funchead_coarse_depl
Korean	367313	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	27410	6497073	Infinity	200000	2.12146732274	22.0843122948	NA	manual_output_funchead_coarse_depl
Marathi	5885663	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	370	317498	Infinity	500000	1.68084066471	9.29459459459	NA	manual_output_funchead_coarse_depl
Gothic	7437203	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	3380	266394	Infinity	200000	2.14911669727	20.0834319527	NA	manual_output_funchead_coarse_depl
French	7112684	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	32340	2684503	Infinity	150000	2.5089083248	58.3650896722	NA	manual_output_funchead_coarse_depl
Old_Church_Slavonic	8035935	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	4120	5995521	Infinity	260000	2.07277587553	16.7502427184	NA	manual_output_funchead_coarse_depl
Vietnamese	5610289	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	1400	4803879	Infinity	190000	2.08305564288	23.665	NA	manual_output_funchead_coarse_depl
Spanish	6750616	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	28490	9126663	Infinity	200000	2.43557236926	60.1096525097	NA	manual_output_funchead_coarse_depl
Galician	37107	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	2470	9403338	Infinity	200000	2.4946599366	74.2348178138	NA	manual_output_funchead_coarse_depl
Spanish	8693923	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	28490	4206968	Infinity	200000	2.38088242196	58.7601614602	NA	manual_output_funchead_coarse_depl
Portuguese	5098214	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	17990	8640505	Infinity	200000	2.32926053068	49.6351306281	NA	manual_output_funchead_coarse_depl
Swedish	4839345	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	7040	920632	Infinity	170000	2.46088562047	33.3208806818	NA	manual_output_funchead_coarse_depl
Hungarian	9471895	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	910	1355012	Infinity	70000	2.59786259542	46.7472527473	NA	manual_output_funchead_coarse_depl
Greek	6529313	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	1660	5627618	Infinity	30000	3.80422133172	83.4957831325	NA	manual_output_funchead_coarse_depl
